"","Draudėjo.kodas..code.","Juridinių.asmenų.registro.kodas..jarCode.","Pavadinimas..name.","Savivaldybė..kurioje.registruota.municipality.","Ekonominės.veiklos.rūšies.kodas.ecoActCode.","Ekonominės.veiklos.rūšies.pavadinimas.ecoActName.","Mėnuo..month.","Vidutinis.darbo.užmokestis..avgWage.","Apdraustųjų.skaičius..numInsured.","Vidutinis.darbo.užmokestis.II..avgWage2.","Apdraustųjų.skaičius.II..numInsured2.","Valstybinio.socialinio.draudimo.įmoka..tax."
"1",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"1279.62",5519,"",1,"1672968.50"
"2",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"1284.44",5358,"",1,"1629469.21"
"3",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"1322.15",5369,"",1,"1679822.42"
"4",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"1340.61",5282,"",1,"1670418.94"
"5",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"1546.57",5278,"",1,"1912691.59"
"6",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"1397.25",5283,"",1,"1728775.57"
"7",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"1397.99",5455,"",1,"1790430.43"
"8",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"1419.81",5330,"",1,"1771460.38"
"9",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"1409.42",5260,"",1,"1734001.80"
"10",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"1395.79",5248,"",1,"1710359.38"
"11",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"1425.49",5240,"",1,"1740038.34"
"12",62238,110193723,"IKI LIETUVA, UAB","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"1486.57",5218,"",1,"1803245.08"
"13",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"902.81",126,"",0,"26515.57"
"14",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"899.89",124,"",0,"26012.50"
"15",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"890.94",128,"",0,"26548.38"
"16",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"907.47",124,"",0,"26222.00"
"17",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"888.63",137,"",0,"28514.33"
"18",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"902.44",136,"",0,"28723.74"
"19",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"930.52",135,"",0,"29455.75"
"20",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"922.66",134,"",0,"29016.59"
"21",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"882.22",131,"",0,"27113.28"
"22",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"872.26",130,"",0,"26640.72"
"23",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"907.69",133,"",0,"28305.49"
"24",276102,110630219,"UŽDAROJI AKCINĖ BENDROVĖ ""BALTIJOS GĖRIMAI""","Joniškio r. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"892.54",128,"",0,"26714.63"
"25",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"1181.92",9,"",0,"2475.37"
"26",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"1187.50",9,"",0,"2485.36"
"27",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"1185.14",9,"",0,"2481.98"
"28",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"978.13",12,"",0,"2719.89"
"29",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"947.36",12,"",0,"2644.54"
"30",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"1332.95",11,"",0,"3348.70"
"31",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"1128.70",10,"",0,"2635.82"
"32",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"1078.78",11,"",0,"2765.71"
"33",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"922.85",10,"",0,"2137.91"
"34",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"902.54",9,"",0,"1895.57"
"35",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"940.23",10,"",0,"2206.06"
"36",338888,110659231,"UŽDAROJI AKCINĖ BENDROVĖ SKIBALĖ","Klaipėdos m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"1171.55",10,"",0,"2756.98"
"37",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"1453.84",3152,"",0,"1073896.11"
"38",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"1458.83",3082,"",0,"1053350.75"
"39",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"1645.55",3101,"",0,"1194634.46"
"40",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"1560.35",3128,"",0,"1141189.17"
"41",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"1635.72",3201,"",0,"1223653.20"
"42",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"1688.20",3256,"",0,"1283119.96"
"43",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"1701.65",3273,"",0,"1298247.73"
"44",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"1720.34",3283,"",0,"1314469.17"
"45",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"1632.94",3236,"",0,"1231170.26"
"46",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"1659.60",3265,"",0,"1260852.23"
"47",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"1618.35",3245,"",0,"1221042.22"
"48",62459,110778328,"UŽDAROJI AKCINĖ BENDROVĖ NORFOS MAŽMENA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"1622.98",3246,"",0,"1225436.49"
"49",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"691.61",4,"",0,"658.82"
"50",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"691.61",4,"",0,"658.82"
"51",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"695.47",4,"",0,"662.57"
"52",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"707.03",4,"",0,"673.76"
"53",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"695.47",4,"",0,"662.57"
"54",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"707.03",4,"",0,"673.80"
"55",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"695.47",4,"",0,"662.57"
"56",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"695.47",4,"",0,"662.57"
"57",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"681.33",4,"",0,"648.84"
"58",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"627.73",4,"",0,"603.25"
"59",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"",3,"",0,""
"60",222805,110837965,"UAB PANITA","Panevėžio m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"619.53",4,"",0,"600.45"
"61",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"1545.41",2563,"",0,"918640.47"
"62",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"1920.52",2542,"",0,"1131958.63"
"63",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"1612.15",2513,"",1,"933978.01"
"64",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"1627.58",2472,"",0,"922278.58"
"65",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"1799.68",2486,"",0,"1022141.50"
"66",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"1663.44",2515,"",0,"953699.41"
"67",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"1652.75",2592,"",0,"976150.29"
"68",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"1876.72",2626,"",0,"1123720.15"
"69",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"1638.17",2570,"",0,"951914.05"
"70",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"1623.63",2605,"",0,"957191.56"
"71",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"1943.37",2651,"",0,"1165366.80"
"72",709490,111791015,"UAB LIDL LIETUVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"1722.99",2714,"",0,"1054293.69"
"73",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"",1,"",0,""
"74",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"",1,"",0,""
"75",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"",1,"",0,""
"76",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"",1,"",0,""
"77",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"",1,"",0,""
"78",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"",1,"",0,""
"79",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"",1,"",0,""
"80",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"",1,"",0,""
"81",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"",1,"",0,""
"82",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"",1,"",0,""
"83",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"",1,"",0,""
"84",492331,120480515,"E. ŠAPRANAUSKIENĖS INDIVIDUALI ĮMONĖ","Kauno m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"",1,"",0,""
"85",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"1658.64",561,"",0,"215668.82"
"86",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"1527.73",564,"",0,"199746.48"
"87",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"1541.15",566,"",0,"202112.12"
"88",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"1580.76",561,"",0,"205403.43"
"89",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"1579.00",579,"",0,"211438.25"
"90",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"1760.88",582,"",0,"237841.77"
"91",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"1559.69",601,"",0,"214414.68"
"92",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"1547.86",588,"",0,"207958.80"
"93",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"1539.74",582,"",0,"204593.57"
"94",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"1531.85",571,"",0,"199802.93"
"95",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"1553.73",575,"",0,"204358.82"
"96",3348,120596772,"UAB GELSVA","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"2446.36",580,"",0,"321319.04"
"97",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"",1,"",0,""
"98",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"",1,"",0,""
"99",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"",1,"",0,""
"100",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"",1,"",0,""
"101",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202305,"",1,"",0,""
"102",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202306,"",1,"",0,""
"103",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202307,"",1,"",0,""
"104",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202308,"",1,"",0,""
"105",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202309,"",1,"",0,""
"106",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202310,"",1,"",0,""
"107",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202311,"",1,"",0,""
"108",40113,120683864,"UŽDAROJI AKCINĖ BENDROVĖ ""PAKELEIVIS""","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202312,"",1,"",0,""
"109",3283,121148416,"UAB VILEIŠIS IR KO","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202301,"",2,"",0,""
"110",3283,121148416,"UAB VILEIŠIS IR KO","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202302,"",2,"",0,""
"111",3283,121148416,"UAB VILEIŠIS IR KO","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202303,"",2,"",0,""
"112",3283,121148416,"UAB VILEIŠIS IR KO","Vilniaus m. sav.",471100,"Mažmeninė prekyba nespecializuotose parduotuvėse, kuriose vyrauja maistas, gėrimai ir tabakas",202304,"",2,"",0,""
